(0.52789503, 0.42748678, 0.55726039, 0.67581034, 0.47077024, 0.29571354, 0.86929482, 0.05124086)
(0.72118777, 0.59924191, 0.65314025, 0.46578261, 0.73437685, 0.62115097, 0.69292343, 0.37916052)
(0.41319942, 0.74159449, 0.44195053, 0.72914994, 0.32564655, 0.40773755, 0.63129914, 0.81028724)
(0.73965907, 0.65385723, 0.31647474, 0.76731813, 0.48261288, 0.82584906, 0.65002924, 0.53581691)
(0.80233389, 0.41436455, 0.84909701, 0.46190649, 0.52664995, 0.32916254, 0.76482683, 0.17604971)
(0.74279976, 0.39460531, 0.47517726, 0.32290366, 0.54800695, 0.45748311, 0.27951092, 0.80011362)
(0.84998310, 0.77459818, 0.45588270, 0.64379841, 0.62430251, 0.44427770, 0.70346051, 0.19593059)
(0.77528811, 0.30708075, 0.56799793, 0.83378088, 0.60813183, 0.52031702, 0.32907119, 0.78261149)
(0.54156601, 0.89859915, 0.60286611, 0.13877197, 0.41509882, 0.46964982, 0.66749132, 0.55388415)
(0.36998832, 0.68228966, 0.66102332, 0.32289660, 0.09652107, 0.72845793, 0.71802163, 0.34556690)
(0.63053316, 0.24120627, 0.28174290, 0.60400736, 0.43819699, 0.72478074, 0.79600048, 0.18610761)
(0.75924706, 0.79077131, 0.45773685, 0.53926826, 0.67653996, 0.46751398, 0.58478487, 0.67503613)
(0.84458125, 0.29442316, 0.53836793, 0.35923225, 0.34182733, 0.63668424, 0.55749077, 0.64511406)
(0.50370032, 0.49256313, 0.58045357, 0.21276709, 0.88955665, 0.75386453, 0.27363107, 0.47488630)
(0.37410223, 0.37134343, 0.45081332, 0.73327738, 0.57177126, 0.81497788, 0.84018064, 0.18419047)
(0.55913013, 0.75525552, 0.59829277, 0.61532485, 0.47399929, 0.51452500, 0.66508436, 0.35224041)
(0.12774231, 0.73461831, 0.12693016, 0.45180088, 0.83086276, 0.77050257, 0.53117859, 0.54243422)
(0.43298259, 0.31314754, 0.72317642, 0.69282883, 0.84999067, 0.77037364, 0.64226681, 0.22441295)
(0.45150056, 0.67457843, 0.48547882, 0.12466533, 0.39745933, 0.78302562, 0.82043159, 0.49392286)
(0.51951092, 0.55577701, 0.19134152, 0.05683985, 0.61469930, 0.67026967, 0.79829961, 0.49327889)
(0.72044182, 0.11984468, 0.55746526, 0.92249656, 0.56152600, 0.26443988, 0.26612133, 0.54915631)
(0.80325860, 0.25526169, 0.64922392, 0.54336768, 0.43291456, 0.80763841, 0.64692134, 0.36330628)
(0.09381887, 0.65241092, 0.73471445, 0.84440541, 0.48620254, 0.19716346, 0.56100434, 0.53325373)
(0.50597167, 0.64179277, 0.65257531, 0.58891708, 0.50219256, 0.07023214, 0.51616108, 0.56585491)
(0.65659088, 0.75871629, 0.45298538, 0.54553014, 0.43660510, 0.33005631, 0.61289716, 0.76444763)
(0.14137080, 0.64450687, 0.33284435, 0.47407427, 0.62516564, 0.80050492, 0.51133776, 0.67366350)
(0.47510496, 0.79375190, 0.76346469, 0.46321619, 0.53602231, 0.19895825, 0.46856079, 0.49327284)
(0.50298476, 0.84047073, 0.77747887, 0.62476212, 0.58649182, 0.26884755, 0.40281370, 0.54123276)
(0.85431570, 0.60938197, 0.82493937, 0.64339238, 0.56665957, 0.54152149, 0.61402959, 0.65085083)
(0.15991613, 0.50231439, 0.51265210, 0.16576502, 0.64590418, 0.34101963, 0.44854212, 0.54527855)
(0.46361750, 0.72807163, 0.11438485, 0.32116330, 0.20289591, 0.58078671, 0.60834986, 0.64602911)
(0.29511747, 0.09420472, 0.43121052, 0.91884708, 0.67085189, 0.47810236, 0.21937256, 0.56052190)
(0.19601761, 0.80173409, 0.36009076, 0.67490518, 0.59304225, 0.50396574, 0.28894597, 0.58139485)
(0.49360907, 0.12687278, 0.83530790, 0.34622398, 0.67717803, 0.31422043, 0.72454900, 0.34931952)
(0.45790344, 0.90409058, 0.60655576, 0.14360729, 0.34650844, 0.44770810, 0.70454025, 0.43486032)
(0.56003743, 0.52270186, 0.31513581, 0.23224416, 0.75295001, 0.14343618, 0.52469051, 0.61360902)
(0.47029334, 0.85511464, 0.38691550, 0.67673123, 0.59750134, 0.17658003, 0.37270933, 0.70458698)
(0.60580796, 0.34193769, 0.60259593, 0.80726779, 0.47317997, 0.58716524, 0.31855047, 0.55232847)
(0.54405445, 0.53842276, 0.40218580, 0.41395515, 0.85166162, 0.46579343, 0.35170910, 0.57435226)
(0.82155603, 0.20176804, 0.91239518, 0.21910411, 0.58697575, 0.44406244, 0.45851153, 0.63108987)
(0.71446669, 0.24100727, 0.66507351, 0.18484946, 0.14971773, 0.57372612, 0.47064948, 0.61890274)
(0.47505400, 0.73611349, 0.51707149, 0.88531214, 0.33453733, 0.25827834, 0.44652700, 0.75812328)
(0.37526903, 0.60331327, 0.55157006, 0.21329191, 0.08978708, 0.44735047, 0.74846679, 0.43119133)
(0.64344835, 0.74006081, 0.27561593, 0.56456918, 0.12168937, 0.63611281, 0.44483930, 0.78298891)
(0.48911330, 0.40411088, 0.40364805, 0.71729273, 0.64160764, 0.72897160, 0.47395578, 0.68594652)
(0.28594267, 0.77301282, 0.36147696, 0.92057955, 0.65310180, 0.54775476, 0.59322011, 0.21241727)
(0.33318466, 0.77220082, 0.31265578, 0.23485544, 0.75438631, 0.93221754, 0.37689859, 0.57871294)
(0.75953948, 0.18561372, 0.65348113, 0.18999855, 0.29694411, 0.51714629, 0.61921316, 0.80085844)
(0.22686306, 0.47385255, 0.20756331, 0.75195694, 0.24348588, 0.15187687, 0.54558319, 0.75266516)
