(0.72368276, 0.20843524, 0.34252185, 0.51002699, 0.47630081, 0.57476586, 0.47046983, 0.71476489, 0.79243010, 0.44924870)
(0.43491945, 0.77323604, 0.53276765, 0.44358182, 0.78693402, 0.61566383, 0.25356972, 0.64909303, 0.40850455, 0.14355825)
(0.64607877, 0.54006410, 0.23590495, 0.67195219, 0.56297719, 0.38806629, 0.79066318, 0.41331312, 0.65297925, 0.70354658)
(0.49202344, 0.61302495, 0.33649233, 0.37411830, 0.68805450, 0.46974388, 0.23627593, 0.54814589, 0.58082670, 0.13156503)
(0.46762663, 0.43080389, 0.29235867, 0.66497934, 0.45088315, 0.62987089, 0.40870628, 0.39213556, 0.60102278, 0.72462177)
(0.71002263, 0.23177104, 0.35667482, 0.32139432, 0.32545409, 0.36895189, 0.52909112, 0.59786493, 0.83853209, 0.64019567)
(0.29486901, 0.50141203, 0.36465311, 0.72038394, 0.71441668, 0.28858349, 0.56933993, 0.44156384, 0.61193484, 0.42903224)
(0.35099670, 0.70036256, 0.52889442, 0.15467499, 0.44466519, 0.37646633, 0.62520683, 0.83244151, 0.77459234, 0.58862728)
(0.49128097, 0.66231108, 0.81597108, 0.56209302, 0.35217085, 0.78284293, 0.63615865, 0.81331170, 0.17544864, 0.41436300)
(0.14212194, 0.41450655, 0.62797284, 0.61264938, 0.26496339, 0.38538006, 0.52609664, 0.63863301, 0.22625460, 0.12799875)
(0.62024540, 0.53405797, 0.82491910, 0.45578676, 0.68846756, 0.36711434, 0.18073122, 0.20568328, 0.34572440, 0.43098268)
(0.67613637, 0.10835840, 0.59244317, 0.67181706, 0.39312500, 0.54891860, 0.54234040, 0.69738716, 0.74241740, 0.62987804)
(0.35512370, 0.26167205, 0.16376296, 0.57796669, 0.39545622, 0.34098712, 0.35033005, 0.29696578, 0.78749841, 0.62097126)
(0.45514646, 0.77422100, 0.49259737, 0.46428081, 0.63928008, 0.77198446, 0.41612414, 0.76343858, 0.47947568, 0.48867086)
(0.35776490, 0.76770049, 0.68570316, 0.58828008, 0.74718541, 0.61857992, 0.28406137, 0.46261045, 0.34894291, 0.54485065)
(0.38466236, 0.62239671, 0.48989511, 0.30227384, 0.61310971, 0.57929462, 0.10567576, 0.41986850, 0.64928526, 0.55216217)
(0.68798971, 0.52602291, 0.81899691, 0.34809035, 0.53463489, 0.44267473, 0.19719385, 0.26627716, 0.27558711, 0.30902150)
(0.38025343, 0.36211368, 0.45788357, 0.17297271, 0.31220075, 0.09917865, 0.54852241, 0.50386238, 0.82175547, 0.45096722)
(0.30194661, 0.80702877, 0.20518064, 0.62423712, 0.60901672, 0.45675808, 0.72580189, 0.54390401, 0.41370791, 0.34864011)
