(0.34673229, 0.97930110, 0.20119013, 0.62883246, 0.74009466, 0.39433542, 0.09600749, 0.68366295)
(0.63592428, 0.59596503, 0.41258645, 0.31908327, 0.53194821, 0.55979997, 0.34933069, 0.73654211)
(0.17161609, 0.76127291, 0.28573275, 0.57921618, 0.69577360, 0.08162475, 0.67973495, 0.19690432)
(0.72056472, 0.57040322, 0.66752362, 0.80538422, 0.53926224, 0.87222499, 0.25039729, 0.34024459)
(0.49615207, 0.54087907, 0.42024964, 0.82861030, 0.18067542, 0.80953693, 0.61054844, 0.50674039)
(0.26514608, 0.40646765, 0.24870650, 0.57810664, 0.13150015, 0.38248673, 0.91950238, 0.53892678)
(0.45546952, 0.79945463, 0.47779253, 0.42960790, 0.48838162, 0.60640877, 0.22229896, 0.78451031)
(0.58054906, 0.12591085, 0.65683311, 0.33964655, 0.16096723, 0.78314090, 0.51480830, 0.65797913)
(0.71292621, 0.55622351, 0.67407757, 0.59628725, 0.82584059, 0.61276996, 0.18915653, 0.24958739)
(0.64201373, 0.83346575, 0.05928189, 0.45970517, 0.41659141, 0.38619563, 0.70228118, 0.75803220)
(0.75564331, 0.58434421, 0.16521701, 0.29838195, 0.58545244, 0.41610172, 0.55231577, 0.66603351)
(0.35123947, 0.95474160, 0.20017304, 0.67292702, 0.64529306, 0.39473918, 0.22439313, 0.58118021)
(0.57933122, 0.34371951, 0.59969163, 0.42046660, 0.75798774, 0.31736472, 0.34277377, 0.20816293)
(0.55667657, 0.31791013, 0.50985551, 0.39775905, 0.27900147, 0.65889144, 0.52434921, 0.63646764)
(0.51745206, 0.44596183, 0.20185792, 0.51891357, 0.45757535, 0.29767603, 0.86482161, 0.33550036)
(0.55440992, 0.72686386, 0.25207824, 0.44837707, 0.69095057, 0.28997660, 0.47588497, 0.46049857)
(0.15614596, 0.32946077, 0.75183356, 0.26295564, 0.20732228, 0.40223736, 0.38403848, 0.70760566)
(0.35600463, 0.41376910, 0.53052920, 0.41204065, 0.21572195, 0.57777941, 0.51719040, 0.67957830)
(0.16956094, 0.68511629, 0.26034108, 0.12081901, 0.43539676, 0.07500336, 0.49469686, 0.80531698)
(0.42787057, 0.67650622, 0.53379840, 0.72825426, 0.51460963, 0.58957678, 0.42201474, 0.35711473)
(0.69198614, 0.87617135, 0.30086556, 0.69606215, 0.67946756, 0.72061604, 0.22604141, 0.53595585)
(0.47058022, 0.18926670, 0.38279068, 0.39094195, 0.33702004, 0.30872124, 0.85436165, 0.36317357)
(0.41873029, 0.34001687, 0.89239627, 0.45575666, 0.60721564, 0.60135531, 0.14846155, 0.40003270)
(0.49094591, 0.17316401, 0.41558260, 0.72004390, 0.11989209, 0.67719465, 0.90137690, 0.36892092)
(0.44858474, 0.36397004, 0.28143024, 0.36491010, 0.17557693, 0.52090228, 0.79550141, 0.70317596)
(0.32204634, 0.18325613, 0.49749243, 0.53975821, 0.23653816, 0.33364421, 0.87026733, 0.31627312)
(0.35484719, 0.70378900, 0.38349465, 0.35700786, 0.15813088, 0.71013546, 0.35602704, 0.90359622)
(0.30402601, 0.81298244, 0.55378062, 0.55355549, 0.57208824, 0.46127516, 0.23211753, 0.53844655)
(0.82304418, 0.68911546, 0.39068347, 0.64238077, 0.58589089, 0.84285486, 0.26772454, 0.59427059)
(0.47152284, 0.84015101, 0.57078463, 0.33658245, 0.58269221, 0.62767994, 0.10846395, 0.85280544)
(0.64163214, 0.89007586, 0.23075233, 0.65177727, 0.70194668, 0.58179563, 0.25749075, 0.51538479)
(0.72882640, 0.20219964, 0.40610865, 0.27512261, 0.55619526, 0.41398227, 0.66757822, 0.41679367)
(0.77403277, 0.63845527, 0.20659508, 0.35103172, 0.86598545, 0.23635890, 0.45427999, 0.33364421)
(0.25407672, 0.58451325, 0.23868176, 0.28885531, 0.68480045, 0.05613692, 0.72439969, 0.32423192)
(0.62387490, 0.28140774, 0.46245041, 0.13476667, 0.53675497, 0.37162971, 0.44052544, 0.67537254)
(0.19113551, 0.78478634, 0.39108098, 0.75869387, 0.35634267, 0.37511933, 0.56506485, 0.37742448)
(0.49254993, 0.11667513, 0.39947864, 0.10746999, 0.43341467, 0.16971338, 0.73919362, 0.50538576)
(0.37782398, 0.16285457, 0.52140838, 0.33354262, 0.23077686, 0.40518737, 0.76712483, 0.49719334)
(0.07699432, 0.96359468, 0.19099817, 0.48988324, 0.48997572, 0.10129745, 0.23205905, 0.65758634)
(0.22870584, 0.35920307, 0.26920989, 0.22531928, 0.24322370, 0.16118515, 0.83947057, 0.63128132)
(0.41670349, 0.13519049, 0.57097930, 0.29482931, 0.40833092, 0.26105899, 0.73721957, 0.34503850)
(0.57447439, 0.64068210, 0.56703222, 0.24643700, 0.49698678, 0.65690309, 0.18329932, 0.85045141)
(0.41267687, 0.51281810, 0.56386304, 0.63868999, 0.18753962, 0.77036649, 0.45181662, 0.67679745)
(0.72784925, 0.15280528, 0.36948407, 0.32040179, 0.18311678, 0.73448700, 0.66293013, 0.66562849)
(0.33576071, 0.29932645, 0.45970064, 0.53651941, 0.27269560, 0.36542660, 0.81848526, 0.39565632)
(0.57241243, 0.41234824, 0.45101720, 0.30471903, 0.53422433, 0.41220137, 0.49762890, 0.55325395)
(0.33787253, 0.64843732, 0.58681273, 0.15767546, 0.49901643, 0.35905752, 0.17697269, 0.84639508)
(0.23123738, 0.35405028, 0.36780545, 0.23520118, 0.37749541, 0.13057636, 0.75846487, 0.51360577)
(0.71371418, 0.19226404, 0.39112368, 0.38744345, 0.48943624, 0.46796075, 0.75836968, 0.35077262)
(0.84437233, 0.68905699, 0.39124072, 0.51123124, 0.66104215, 0.81424236, 0.21092179, 0.66140586)
(0.51980370, 0.52318668, 0.22713678, 0.48786101, 0.23209201, 0.56032962, 0.76026684, 0.67744678)
(0.81863463, 0.31387728, 0.30104044, 0.26761577, 0.42349839, 0.68072474, 0.51197946, 0.70909411)
(0.20736365, 0.33521515, 0.45752233, 0.20515317, 0.40300828, 0.12256799, 0.65862805, 0.51837742)
(0.49531281, 0.12246645, 0.43876943, 0.27538404, 0.34815118, 0.28926817, 0.82581359, 0.38750616)
(0.75980508, 0.54589975, 0.20194271, 0.47518951, 0.21396284, 0.82328999, 0.52927125, 0.82005900)
(0.41518405, 0.19524910, 0.59363800, 0.31060216, 0.17402273, 0.62815160, 0.60792732, 0.67325360)
(0.24295831, 0.74178851, 0.37292555, 0.36382082, 0.16092411, 0.56704074, 0.40948498, 0.88473266)
(0.67118382, 0.41835213, 0.58343393, 0.24497719, 0.74193859, 0.42452496, 0.27640080, 0.50781667)
(0.70727623, 0.90825552, 0.41169167, 0.35410604, 0.88953334, 0.50590688, 0.05640395, 0.68756503)
(0.42491263, 0.17235227, 0.51561534, 0.30728492, 0.41519320, 0.25933513, 0.74759084, 0.36717683)
(0.48387048, 0.74892300, 0.47837162, 0.58497506, 0.69523853, 0.45451930, 0.30353850, 0.38621765)
(0.54272306, 0.66092771, 0.42439115, 0.34116215, 0.63466889, 0.40090114, 0.33820888, 0.63960159)
(0.64307326, 0.52693748, 0.43711403, 0.53278100, 0.31363603, 0.77715725, 0.42441842, 0.69950175)
(0.72138101, 0.68514407, 0.11055990, 0.34802318, 0.27183434, 0.63967597, 0.58145261, 0.86490124)
(0.62903762, 0.36038440, 0.15030417, 0.52978730, 0.13323258, 0.64745396, 0.87651539, 0.64298123)
(0.73417050, 0.49648261, 0.32148141, 0.64315039, 0.32596338, 0.78793114, 0.52461982, 0.55981135)
(0.79196644, 0.42616406, 0.63476026, 0.48583716, 0.55695814, 0.80670226, 0.25277409, 0.57212436)
(0.83729541, 0.42674616, 0.44597700, 0.40554929, 0.57853037, 0.75401777, 0.33827832, 0.61487418)
(0.65421265, 0.13566537, 0.56498921, 0.15176581, 0.40342221, 0.51542997, 0.51018620, 0.63109279)
