(0.41166899, 0.55044514, 0.74526799, 0.40493658, 0.72483045, 0.51636946, 0.82765687, 0.61645275, 0.25725979, 0.40275067)
(0.39996332, 0.37403718, 0.17583552, 0.75778943, 0.59322351, 0.38436508, 0.23466747, 0.45335680, 0.74896640, 0.63736725)
(0.27431086, 0.09116341, 0.52069294, 0.59429550, 0.32431096, 0.41219407, 0.25436831, 0.59132910, 0.57091564, 0.37780797)
(0.09862559, 0.47677895, 0.36757311, 0.59655881, 0.42560253, 0.93282187, 0.35233867, 0.69195670, 0.69798779, 0.38516611)
(0.58910143, 0.78753418, 0.49141446, 0.16346757, 0.74958646, 0.50189441, 0.58224028, 0.57411820, 0.24391274, 0.13851090)
(0.57000083, 0.25772193, 0.76963300, 0.10523514, 0.83378214, 0.18405955, 0.43431607, 0.77000183, 0.50780720, 0.51721090)
(0.42946321, 0.14696211, 0.29233795, 0.46942270, 0.35549694, 0.45037562, 0.51872748, 0.52163577, 0.67240852, 0.43988174)
(0.57611495, 0.08637518, 0.72935635, 0.40814415, 0.61612648, 0.16819814, 0.62346780, 0.71774495, 0.57839298, 0.68194234)
(0.28488043, 0.12566045, 0.50878513, 0.55833977, 0.41476759, 0.44779742, 0.24015301, 0.38264391, 0.86582893, 0.47379667)
(0.43814805, 0.52323151, 0.39228982, 0.55749190, 0.88392806, 0.25552243, 0.61896181, 0.62727290, 0.85675079, 0.50317508)
(0.47219849, 0.54661763, 0.27154925, 0.52895856, 0.67054367, 0.52312905, 0.59885412, 0.72776008, 0.84566998, 0.57957029)
(0.62881273, 0.39438483, 0.63018984, 0.68524611, 0.54465312, 0.78322852, 0.28880087, 0.69087625, 0.46066639, 0.44132006)
(0.58603752, 0.59320980, 0.39569131, 0.63090748, 0.62813091, 0.08179719, 0.82690489, 0.73894608, 0.55591768, 0.36468068)
(0.70426393, 0.47943950, 0.22351745, 0.32254925, 0.74212623, 0.24737917, 0.47537985, 0.22568437, 0.35177392, 0.65714610)
(0.35805553, 0.33209389, 0.78024983, 0.69178003, 0.55465382, 0.45021001, 0.25837210, 0.79987609, 0.46506655, 0.57925141)
(0.65078771, 0.24124908, 0.18196209, 0.72529626, 0.67300242, 0.25029841, 0.71846133, 0.76821244, 0.16149183, 0.59536994)
(0.61391276, 0.87436700, 0.68689865, 0.19241874, 0.40538329, 0.85331285, 0.70440769, 0.33609107, 0.78887868, 0.69113743)
(0.26587796, 0.42878604, 0.64856243, 0.25095269, 0.47934595, 0.66947675, 0.78972727, 0.20430668, 0.95989096, 0.52807188)
(0.47460988, 0.54916525, 0.47997981, 0.74438941, 0.52869767, 0.24491565, 0.60769832, 0.26336977, 0.57732469, 0.10254259)
(0.45879954, 0.59981227, 0.55027419, 0.85366446, 0.80788940, 0.33707067, 0.68885875, 0.65722364, 0.16569540, 0.64036787)
(0.61673099, 0.87702829, 0.48541701, 0.49685925, 0.61448008, 0.26943076, 0.54186368, 0.68881881, 0.31819788, 0.83288080)
(0.20643371, 0.48028874, 0.43273020, 0.28045034, 0.47877684, 0.47125125, 0.80735427, 0.28755456, 0.86163342, 0.47001755)
(0.78336775, 0.56583083, 0.41176724, 0.20047005, 0.77520829, 0.40055284, 0.54915065, 0.70574915, 0.08915514, 0.58503431)
(0.48130772, 0.29390979, 0.26737034, 0.81905401, 0.90200961, 0.28025255, 0.57957429, 0.28242669, 0.28734866, 0.64996749)
(0.09104644, 0.23656198, 0.13203610, 0.36348736, 0.24555348, 0.55291247, 0.58649606, 0.17705067, 0.76335937, 0.57188576)
(0.31868294, 0.23807666, 0.41498145, 0.36349896, 0.40736103, 0.59033412, 0.63584942, 0.48916024, 0.61798286, 0.22200170)
(0.71213508, 0.56417334, 0.50610644, 0.89204556, 0.36199859, 0.65416980, 0.13034217, 0.50426877, 0.61454022, 0.60711867)
(0.28444183, 0.33981892, 0.56166857, 0.73654497, 0.11000156, 0.85847050, 0.58634675, 0.83617681, 0.61219454, 0.59884739)
