(0.14215367, 0.85503715, 0.14841475, 0.94936389, 0.59853131, 0.73552305, 0.23038274, 0.29799232, 0.44989499, 0.77192581)
(0.27866179, 0.37859166, 0.78758782, 0.33785084, 0.61956698, 0.60695982, 0.04748616, 0.78661835, 0.64491445, 0.46031958)
(0.38692555, 0.82605088, 0.98501241, 0.14054205, 0.10121604, 0.37769285, 0.39774796, 0.68158352, 0.50603813, 0.23987384)
(0.62578845, 0.84918362, 0.91219705, 0.30459535, 0.17679955, 0.15404028, 0.48427346, 0.41530505, 0.82145005, 0.09800566)
(0.43039462, 0.65257168, 0.10516343, 0.34035742, 0.34433681, 0.13199085, 0.81836909, 0.25840175, 0.20788972, 0.98443639)
(0.31577080, 0.93512541, 0.19418328, 0.69979465, 0.71997112, 0.64562839, 0.16101955, 0.09949578, 0.29112366, 0.96407783)
(0.34021848, 0.29351410, 0.74906498, 0.06332780, 0.22854993, 0.05729552, 0.35811809, 0.38943446, 0.01612611, 0.69403225)
(0.82463306, 0.04024564, 0.60581785, 0.03535952, 0.09070730, 0.89043140, 0.41449672, 0.95769459, 0.26486596, 0.78133571)
(0.60696065, 0.10458359, 0.77014613, 0.30132130, 0.34629366, 0.80312848, 0.42085609, 0.83295202, 0.49664894, 0.54795289)
(0.62574512, 0.67267579, 0.47261104, 0.83234125, 0.77480602, 0.42953166, 0.86799926, 0.55650711, 0.77801049, 0.11458908)
(0.32792249, 0.74365848, 0.52311045, 0.87439060, 0.65130985, 0.63202626, 0.18563427, 0.56403738, 0.90110952, 0.87778401)
(0.39986286, 0.20828466, 0.73958099, 0.17364466, 0.85315627, 0.31142119, 0.26543325, 0.79242986, 0.37621292, 0.34182861)
(0.10441537, 0.55923253, 0.50109631, 0.10274240, 0.83045757, 0.07208259, 0.02049089, 0.44714442, 0.36650380, 0.36517996)
(0.18321837, 0.39176652, 0.49253547, 0.58881867, 0.85186797, 0.66804808, 0.19092287, 0.87959242, 0.63938636, 0.29453439)
(0.69018942, 0.91499275, 0.05257420, 0.65275127, 0.77438176, 0.77157402, 0.01665210, 0.44700906, 0.39975691, 0.83003986)
(0.96695477, 0.88840342, 0.78972214, 0.56539673, 0.52736574, 0.95580649, 0.46687353, 0.46434614, 0.14705172, 0.32496700)
(0.53693229, 0.93236464, 0.30720574, 0.77819979, 0.83660942, 0.32298982, 0.01010657, 0.79617471, 0.83983928, 0.88151789)
(0.43231624, 0.01578905, 0.36840150, 0.85657483, 0.37515751, 0.67430383, 0.94764942, 0.54047430, 0.30082244, 0.09762952)
(0.95664382, 0.70737094, 0.53795385, 0.09576993, 0.12028332, 0.11584587, 0.36215439, 0.91112012, 0.22854532, 0.52982813)
(0.36301389, 0.87236458, 0.91645193, 0.18626675, 0.02103978, 0.30700615, 0.40987828, 0.69643164, 0.53710061, 0.53064883)
(0.56683552, 0.73499513, 0.50483364, 0.45345631, 0.46420696, 0.83815569, 0.72376341, 0.73030365, 0.80858964, 0.02174150)
(0.89430743, 0.78198403, 0.87672651, 0.83365166, 0.23603247, 0.91127181, 0.44029343, 0.22983450, 0.05825827, 0.38651979)
(0.16009246, 0.20058766, 0.76987648, 0.22288853, 0.48671663, 0.16095412, 0.86437899, 0.49620208, 0.35923350, 0.74763131)
(0.84797090, 0.62036312, 0.61631548, 0.16037804, 0.38851520, 0.88556218, 0.37969509, 0.51783878, 0.13976318, 0.07588108)
(0.78954136, 0.92830646, 0.18584026, 0.13463591, 0.35894108, 0.73110384, 0.89382058, 0.13695449, 0.42336121, 0.11769119)
(0.71607631, 0.27469972, 0.07283917, 0.68511885, 0.52323937, 0.64770931, 0.97135699, 0.40684128, 0.11050382, 0.92303842)
