(0.00000000, 3.67892075, 1.99592972, 8.17844391, 3.87653494, 4.02878332)
(0.00000000, 8.64290810, 1.68088806, 0.46397811, 5.10682249, 2.34759688)
(0.00000000, 0.89903927, 5.12527561, 5.89712334, 5.75791311, 4.31582499)
(0.00000000, 11.47312450, 7.05603695, 14.25490284, 3.88414741, 6.07743454)
(0.00000000, 4.83310032, 7.32754946, 5.26611471, 2.85780501, 7.58043098)
(0.00000000, 11.81918144, 9.30941582, 4.04973316, 9.07380867, 7.44369650)
(0.00000000, 9.11018944, 6.02012253, 4.51677418, 2.89089918, 2.30889249)
(0.00000000, 8.63685608, 1.52784944, 6.14498568, 5.28970385, 5.35025263)
(0.00000000, 0.00000000, 5.01097345, 6.38322544, 1.37133527, 0.85290855)
(0.00000000, 6.89115524, 8.45715809, 16.40941811, 4.54508448, 5.46032381)
(0.00000000, 5.49992132, 6.12020302, 7.32883549, 6.10184050, 10.43906116)
(0.00000000, 4.96574688, 9.11130714, 12.82098961, 1.36867392, 5.69967699)
(0.00000000, 6.98174477, 8.54251575, 2.86217833, 1.03646958, 1.40574741)
(0.00000000, 10.91079044, 7.28314304, 10.46837711, 8.07361126, 11.48630238)
(0.00000000, 5.89903021, 2.01283669, 0.93213582, 6.96417046, 4.40420675)
(0.00000000, 4.95560884, 2.21558619, 10.14187908, 4.06106615, 2.25959373)
(0.00000000, 8.31042671, 11.59922504, 9.32917595, 9.49813938, 5.57895517)
(0.00000000, 6.75562096, 4.61074352, 15.15899754, 3.61154079, 3.20598102)
(0.00000000, 6.07269764, 6.79240894, 5.04798603, 5.40857172, 2.70531893)
(0.00000000, 4.73891211, 9.47851086, 9.85259914, 3.58457923, 7.08127594)
(0.00000000, 8.58028793, 7.89876223, 13.49699116, 7.23092270, 3.16972351)
(0.00000000, 8.09849262, 5.20436716, 10.04528141, 6.25895977, 9.34589386)
(0.00000000, 1.67373550, 5.82573748, 5.53846645, 7.60656929, 2.13082218)
(0.00000000, 10.32408619, 7.91086292, 5.50039101, 5.19567060, 10.05029488)
(0.00000000, 9.15426922, 3.78473520, 13.18090534, 8.27523232, 3.43989587)
(0.00000000, 3.54153728, 5.95476866, 0.73893535, 4.77637768, 3.79203820)
(0.00000000, 8.65199280, 9.44674778, 10.74763870, 4.72094202, 4.32370901)
(0.00000000, 4.15482235, 7.41616726, 8.79621887, 7.29213142, 10.36821842)
(0.00000000, 5.68774271, 8.38598919, 9.20065022, 7.46622276, 3.21292138)
(0.00000000, 6.02689171, 6.41917372, 2.73431563, 2.92275214, 1.14105940)
(0.00000000, 9.79714203, 1.00259721, 9.35925865, 6.32128525, 3.89460421)
(0.00000000, 0.00000000, 4.64491606, 6.20766354, 1.07308650, 5.52256441)
(0.00000000, 4.50640821, 9.96814442, 13.48722744, 9.41854954, 7.75350237)
(0.00000000, 7.10941076, 1.11416864, 6.35840559, 1.87718725, 0.40284368)
(0.00000000, 8.09092617, 1.20079696, 5.88932037, 2.57450938, 5.11913824)
(0.00000000, 6.73240232, 8.74850559, 16.92519951, 0.35333136, 6.09512663)
